Graph,Node,Node_Index,Degree_Centrality,Closeness_Centrality,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Harmonic_Centrality,Eccentricity,Clustering_Coefficient,HITS_Authority,HITS_Hub
2024-03,Node_14,14,3,0.5185185185185185,0.0,0.14655087172633743,0.0321322921810561,0.5595238095238094,3.0,1.0,0.14138120029008724,0.11089867139600572
2024-04,Node_0,0,25,0.7777777777777778,25.566666666666663,0.8105559762758314,0.1388687733289983,0.8571428571428571,2.0,0.35555555555555557,0.7763345614077031,0.9209378642732499
2024-04,Node_1,1,28,0.8235294117647058,52.669047619047625,0.8615265688214966,0.18515179920909272,0.8928571428571428,2.0,0.3090909090909091,0.8200336111900431,0.9343414936950057
2024-04,Node_2,2,34,0.9333333333333333,73.47857142857143,1.0,0.22474414840322093,0.9642857142857142,2.0,0.2692307692307692,1.0,1.0
2024-04,Node_3,3,7,0.5833333333333334,0.16666666666666666,0.3238991620950176,0.04226077345466591,0.6428571428571428,2.0,0.8333333333333334,0.3059261174664362,0.38475935852326826
2024-04,Node_4,4,6,0.56,0.0,0.2649085689225845,0.04216130648073254,0.6071428571428571,2.0,1.0,0.2484777952645178,0.3814035401258916
2024-04,Node_5,5,6,0.56,0.0,0.3238991620950177,0.042260773454665924,0.6071428571428571,2.0,1.0,0.3059261174664362,0.35115326589355245
2024-04,Node_6,6,5,0.5384615384615384,0.0,0.21946835613961457,0.031019414216971,0.5952380952380952,3.0,1.0,0.20581701088945317,0.27202367410895684
2024-04,Node_7,7,2,0.5,0.0,0.12121600161241279,0.02193953288392111,0.5238095238095237,3.0,,0.10714402309276158,0.1352478703134821
2024-04,Node_8,8,5,0.56,0.0,0.32389916209501735,0.042260773454665924,0.6071428571428571,2.0,1.0,0.3059261174664362,0.2461556698124095
2024-04,Node_9,9,6,0.56,0.0,0.3238991620950175,0.042260773454665924,0.6071428571428571,2.0,1.0,0.3059261174664362,0.35115326589355245
2024-04,Node_10,10,5,0.56,0.0,0.20268316048260468,0.030321240570744812,0.6071428571428571,2.0,1.0,0.19878209437367467,0.3511532658935526
2024-04,Node_11,11,6,0.56,0.6428571428571428,0.24607143275130772,0.03980824824511278,0.6309523809523809,3.0,0.6666666666666666,0.23496272170996113,0.2779383866701286
2024-04,Node_12,12,6,0.5833333333333334,0.3333333333333333,0.29473636411173576,0.053440310150181164,0.6428571428571428,2.0,0.6666666666666666,0.2786951113399234,0.24615566981240955
2024-04,Node_13,13,2,0.4666666666666667,0.0,0.10443080595540291,0.021241359237694924,0.4999999999999999,3.0,,0.10010910657698305,0.11090779949892741
2024-04,Node_14,14,7,0.5833333333333334,0.14285714285714285,0.32389916209501746,0.042260773454665924,0.6428571428571428,2.0,0.8333333333333334,0.3059261174664362,0.3888461861690562
2024-05,Node_0,0,26,0.7368421052631579,40.926406926406926,0.8854335657890327,0.17611777426773842,0.8214285714285714,2.0,0.3888888888888889,0.8522403275320954,0.9123227726912151
2024-05,Node_1,1,23,0.6666666666666666,32.59523809523809,0.8275535289032431,0.1470856688621614,0.75,2.0,0.4285714285714286,0.7620698874094926,1.0
2024-05,Node_2,2,34,0.875,101.83549783549783,1.0,0.2443943707505008,0.9285714285714285,2.0,0.22727272727272727,1.0,0.9550041768719161
2024-05,Node_3,3,4,0.5185185185185185,0.0,0.2168271363042591,0.0326382867485948,0.5595238095238094,3.0,1.0,0.2128990626147535,0.22418555270133056
2024-05,Node_4,4,6,0.5384615384615384,0.0,0.3734082794717642,0.05763984716254997,0.5952380952380952,3.0,1.0,0.337692370087212,0.23565780479567108
2024-05,Node_5,5,8,0.6086956521739131,0.25,0.321877971435157,0.044153679681485404,0.6785714285714285,2.0,0.8,0.3122505961847904,0.4095631703095732
2024-05,Node_6,6,2,0.4827586206896552,0.0,0.11864338465335243,0.02221971853752504,0.5119047619047619,3.0,,0.10399951900590024,0.12722852498825518
2024-05,Node_7,7,7,0.5833333333333334,0.0,0.3600666634115791,0.051659805227337915,0.6428571428571428,2.0,1.0,0.3568518385104979,0.33261483250874646
2024-05,Node_8,8,3,0.5,0.0,0.1327196373753559,0.03166309891597317,0.5476190476190476,3.0,1.0,0.11951048035022303,0.12722852498825513
2024-05,Node_9,9,5,0.5384615384615384,1.1428571428571428,0.2361578064248413,0.04287915346689413,0.5952380952380952,3.0,0.6666666666666666,0.21818188973698893,0.23565780479567108
2024-05,Node_10,10,3,0.5,0.0,0.11864338465335249,0.022219718537525034,0.5476190476190476,3.0,1.0,0.10399951900590024,0.14243366712385183
2024-05,Node_11,11,3,0.45161290322580644,0.0,0.10505083513089776,0.02151539293289059,0.5119047619047618,3.0,1.0,0.0993515335700369,0.1361882398178032
2024-05,Node_12,12,6,0.56,0.25,0.2618829117606724,0.04124123701626815,0.6309523809523809,3.0,0.8333333333333334,0.24795229490164467,0.2786219069416552
2024-05,Node_13,13,6,0.56,0.0,0.321877971435157,0.0441536796814854,0.6071428571428571,2.0,1.0,0.3122505961847904,0.33261483250874646
2024-05,Node_14,14,2,0.4117647058823529,0.0,0.09818375165090669,0.020418568211069767,0.4523809523809522,3.0,,0.10889954360885326,0.09695702771307536
2024-06,Node_0,0,34,0.875,70.5,1.0,0.2044818610368382,0.9285714285714285,2.0,0.22727272727272727,1.0,0.8643087167202332
2024-06,Node_1,1,31,0.8235294117647058,49.895238095238106,0.9154816451758094,0.1907733655557407,0.8928571428571428,2.0,0.2727272727272727,0.8173399506426557,1.0
2024-06,Node_2,2,26,0.7368421052631579,31.71904761904761,0.8515727111310865,0.171292207834241,0.8214285714285714,3.0,0.3055555555555556,0.8064455110726391,0.8429863153564495
2024-06,Node_3,3,2,0.4666666666666667,0.14285714285714285,0.024647047833766512,0.01860169629414735,0.5238095238095237,3.0,0.0,0.023318528089311025,0.09129501997787515
2024-06,Node_4,4,4,0.5384615384615384,0.0,0.21003140037378967,0.031423968179465356,0.5714285714285714,3.0,1.0,0.19105765157092258,0.2045017013027489
2024-06,Node_5,5,6,0.56,0.0,0.3138781954776754,0.04155880322461408,0.6071428571428571,3.0,1.0,0.30296429218155446,0.29703004462924004
2024-06,Node_6,6,8,0.6086956521739131,0.7428571428571428,0.35139252809897337,0.05305732588344997,0.6785714285714285,3.0,0.7,0.33017019497739497,0.33530534455364763
2024-06,Node_7,7,4,0.5185185185185185,0.0,0.2172808499001924,0.03035892809699063,0.5595238095238094,3.0,1.0,0.20862852554927946,0.2057350246513648
2024-06,Node_8,8,4,0.5185185185185185,0.0,0.21728084990019234,0.030358928096990635,0.5595238095238094,3.0,1.0,0.20862852554927946,0.2057350246513648
2024-06,Node_9,9,5,0.56,13.0,0.21728084990019242,0.030358928096990635,0.6071428571428571,2.0,0.3333333333333333,0.20862852554927946,0.2083748378297365
2024-06,Node_10,10,6,0.56,0.0,0.3369013655462434,0.05380926705062875,0.6071428571428571,3.0,1.0,0.33810106856297106,0.18382336330436633
2024-06,Node_11,11,6,0.56,0.0,0.3138781954776756,0.04155880322461409,0.6071428571428571,3.0,1.0,0.30296429218155446,0.29703004462924004
2024-06,Node_12,12,4,0.5384615384615384,0.0,0.21003140037378965,0.031423968179465356,0.5714285714285714,3.0,1.0,0.19105765157092258,0.2045017013027489
2024-06,Node_13,13,4,0.5185185185185185,0.0,0.2172808499001924,0.03035892809699063,0.5595238095238094,3.0,1.0,0.20862852554927946,0.2057350246513648
2024-06,Node_14,14,6,0.5384615384615384,0.0,0.3307149046964991,0.04058302114883255,0.5952380952380952,3.0,1.0,0.30535041048792705,0.2431124966971422
2024-07,Node_0,0,18,0.6363636363636364,8.361904761904762,0.8802705941472767,0.13515587329100154,0.7142857142857142,2.0,0.5333333333333333,0.8538947109424609,0.8948829176022441
2024-07,Node_1,1,28,0.8235294117647058,63.723809523809535,1.0,0.20540716166500178,0.8928571428571428,2.0,0.2545454545454545,1.0,1.0
2024-07,Node_2,2,29,0.875,86.4,0.9206055306043511,0.2010231077018195,0.9285714285714285,2.0,0.2424242424242424,0.9772511743920628,0.8900563781079145
2024-07,Node_3,3,7,0.5833333333333334,0.14285714285714285,0.4244105617789878,0.05333578585817978,0.6428571428571428,2.0,0.8333333333333334,0.4383976964650808,0.3896771799180493
2024-07,Node_4,4,7,0.5833333333333334,1.2857142857142858,0.41034846125310487,0.06105354218648405,0.6428571428571428,2.0,0.6666666666666666,0.4095596212336972,0.3896771799180493
2024-07,Node_5,5,4,0.5384615384615384,0.0,0.26580082768483637,0.03467612349727129,0.5714285714285714,2.0,1.0,0.260126961064313,0.2721476366223036
2024-07,Node_6,6,4,0.5384615384615384,0.3333333333333333,0.16419185875435288,0.028099915390718024,0.5952380952380952,3.0,0.6666666666666666,0.17760646259617893,0.1736005153949895
2024-07,Node_7,7,5,0.56,0.8333333333333334,0.2885240424525695,0.046618587538326456,0.6071428571428571,2.0,0.6666666666666666,0.284019462384355,0.2721476366223039
2024-07,Node_8,8,7,0.6086956521739131,1.576190476190476,0.2658008276848365,0.03467612349727129,0.6785714285714285,2.0,0.5,0.260126961064313,0.4004143445331681
2024-07,Node_9,9,5,0.56,0.8666666666666667,0.2658008276848363,0.03467612349727129,0.6071428571428571,2.0,0.6666666666666666,0.260126961064313,0.29458860285600735
2024-07,Node_10,10,2,0.4666666666666667,0.0,0.13839428422409972,0.0224711491010894,0.4999999999999999,3.0,,0.13762920729630257,0.13763938549991242
2024-07,Node_11,11,5,0.5185185185185185,0.14285714285714285,0.29700401831825135,0.04113081146199789,0.5833333333333333,3.0,0.6666666666666666,0.3158999426970704,0.25516892879565817
2024-07,Node_12,12,6,0.56,0.0,0.38762524648537167,0.04744084486364366,0.6071428571428571,2.0,1.0,0.3832889876369123,0.38967717991804934
2024-07,Node_13,13,4,0.5185185185185185,0.3333333333333333,0.16419185875435288,0.03202987605374209,0.5833333333333333,3.0,0.6666666666666666,0.163041749657608,0.19087978571457426
2024-07,Node_14,14,3,0.4827586206896552,0.0,0.12740654346073665,0.0222049743961819,0.5119047619047619,3.0,,0.12249775376801042,0.26901650224478285
2024-08,Node_0,0,27,0.8235294117647058,76.90833333333332,0.8712744707862352,0.2120884187929364,0.8928571428571428,2.0,0.2,0.9088255423824866,0.8216165631423293
2024-08,Node_1,1,30,0.8235294117647058,77.06666666666666,1.0,0.2149343376755221,0.8928571428571428,2.0,0.2363636363636364,1.0,1.0
2024-08,Node_2,2,18,0.6666666666666666,13.675,0.7489672493238042,0.13290058397109633,0.75,2.0,0.4761904761904762,0.7415660426579447,0.7445581809449997
2024-08,Node_3,3,4,0.5,0.0,0.22222203939186042,0.03641904150979981,0.5476190476190476,3.0,1.0,0.2149034154168418,0.22446437944580705
2024-08,Node_4,4,3,0.5,0.525,0.13830957886003686,0.030151543222986597,0.5476190476190476,3.0,0.0,0.1391553851869707,0.12360639938089985
2024-08,Node_5,5,4,0.5384615384615384,0.0,0.25665209332580324,0.03604693215858697,0.5714285714285714,2.0,1.0,0.2499539866014768,0.2596131395269411
2024-08,Node_6,6,2,0.4666666666666667,0.0,0.11949845962183443,0.02386731969030738,0.4999999999999999,3.0,,0.11273850906415107,0.12360639938089978
2024-08,Node_7,7,6,0.56,0.0,0.3593756730958291,0.04859865397807941,0.6071428571428571,2.0,1.0,0.3521188929541675,0.3604711195918484
2024-08,Node_8,8,5,0.5384615384615384,0.0,0.2566520933258032,0.036046932158586974,0.5714285714285714,2.0,1.0,0.2499539866014768,0.38321953890784094
2024-08,Node_9,9,7,0.5833333333333334,0.6000000000000001,0.359375673095829,0.04859865397807942,0.6428571428571428,2.0,0.8333333333333334,0.3521188929541675,0.40050273941714193
2024-08,Node_10,10,6,0.56,0.0,0.35937567309582913,0.04859865397807941,0.6071428571428571,2.0,1.0,0.3521188929541675,0.3604711195918484
2024-08,Node_11,11,4,0.5185185185185185,0.7,0.1371536337039687,0.02217961246827959,0.5833333333333333,3.0,0.3333333333333333,0.13721547753732574,0.19252111056956847
2024-08,Node_12,12,2,0.4666666666666667,0.0,0.13715363370396866,0.022179612468279583,0.4999999999999999,3.0,,0.13721547753732574,0.1360067401460412
2024-08,Node_13,13,5,0.5185185185185185,0.0,0.28916689290389735,0.0450585482581139,0.5833333333333333,3.0,1.0,0.2943355585341467,0.23686472021094843
2024-08,Node_14,14,5,0.56,0.525,0.27546321256400547,0.042331155691266185,0.6071428571428571,2.0,0.6666666666666666,0.2763708627242964,0.25961313952694093
2024-09,Node_0,0,26,0.7777777777777778,51.03333333333333,0.9911101734134521,0.17636039045857735,0.8571428571428571,2.0,0.2888888888888889,0.9999999999999999,0.9304170578871147
2024-09,Node_1,1,27,0.8235294117647058,43.36666666666667,1.0,0.17816066897669855,0.8928571428571428,2.0,0.3090909090909091,0.9853473051010995,1.0
2024-09,Node_2,2,26,0.8235294117647058,50.400000000000006,0.9073201191463796,0.18938255332308054,0.8928571428571428,2.0,0.2545454545454545,0.8623551699438003,0.936781129709382
2024-09,Node_3,3,5,0.56,0.0,0.3851234752160883,0.044730859468100265,0.6071428571428571,2.0,1.0,0.3960087795545442,0.2336140230657581
2024-09,Node_4,4,8,0.5833333333333334,0.3333333333333333,0.505681930016987,0.05711356487768631,0.6428571428571428,2.0,0.8333333333333334,0.5253941682210033,0.397661259453745
2024-09,Node_5,5,4,0.5185185185185185,0.0,0.2534315745045829,0.03319960316888559,0.5595238095238094,3.0,1.0,0.2675023773237757,0.2317759875184407
2024-09,Node_6,6,1,0.4666666666666667,0.0,2.9479022939566027e-17,0.010000000000000002,0.4999999999999999,3.0,,0.0,0.1081739207501468
2024-09,Node_7,7,5,0.5384615384615384,0.0,0.3206231101237205,0.045336235705393926,0.5952380952380952,3.0,1.0,0.32242615298520283,0.2317759875184407
2024-09,Node_8,8,6,0.5384615384615384,0.0,0.2645650204151901,0.03234815405851423,0.5952380952380952,2.0,1.0,0.26662339088808523,0.3743349580196051
2024-09,Node_9,9,2,0.45161290322580644,0.0,0.13169190071150524,0.021531256299214676,0.48809523809523797,3.0,,0.12850640223076856,0.12544010231561145
2024-09,Node_10,10,6,0.56,0.0,0.38512347521608814,0.04473085946810026,0.6071428571428571,2.0,1.0,0.3960087795545442,0.35721608983405206
2024-09,Node_11,11,8,0.5833333333333334,0.3333333333333333,0.45543063447015864,0.05847882494296882,0.6428571428571428,2.0,0.8333333333333334,0.49941281385620606,0.357216089834052
2024-09,Node_12,12,5,0.5384615384615384,0.3333333333333333,0.26456502041518987,0.03234815405851423,0.5952380952380952,2.0,0.6666666666666666,0.26662339088808523,0.28758013823452455
2024-09,Node_13,13,5,0.5384615384615384,0.2,0.28858515413161845,0.04236491348546464,0.5952380952380952,3.0,0.6666666666666666,0.30722208001438306,0.2317759875184407
2024-09,Node_14,14,4,0.5384615384615384,0.0,0.25225035551240355,0.03391396170880072,0.5714285714285714,2.0,1.0,0.2578917908972276,0.23361402306575818
2024-10,Node_0,0,22,0.7,45.70000000000001,1.0,0.1793408833812241,0.7857142857142857,2.0,0.2857142857142857,0.9805327614095296,0.9882556141857262
2024-10,Node_1,1,28,0.8235294117647058,115.18333333333334,0.9779370706590929,0.21773535819809456,0.8928571428571428,2.0,0.14545454545454545,1.0,1.0
2024-10,Node_2,2,14,0.6363636363636364,28.13333333333333,0.658545541695863,0.14438740752164714,0.7142857142857142,2.0,0.4666666666666667,0.6420631810081986,0.6458754001347048
2024-10,Node_3,3,2,0.4666666666666667,0.0,0.15490200538784288,0.02321964674774145,0.4999999999999999,3.0,,0.15821690424169343,0.15549215612405393
2024-10,Node_4,4,5,0.5185185185185185,0.0,0.46820071137672176,0.05029745266585022,0.5595238095238094,3.0,1.0,0.4727925523593258,0.3079573093458944
2024-10,Node_5,5,3,0.5384615384615384,2.8333333333333335,0.15490200538784288,0.023219646747741452,0.5714285714285714,3.0,0.0,0.15821690424169343,0.19018114958873797
2024-10,Node_6,6,4,0.4827586206896552,0.0,0.17943797195776115,0.03308799661553157,0.5357142857142856,3.0,1.0,0.18742943472729265,0.31098431224810785
2024-10,Node_7,7,5,0.4827586206896552,0.7499999999999999,0.26270814160118305,0.0413909157979959,0.5595238095238094,3.0,0.6666666666666666,0.258547150211117,0.2869899350693578
2024-10,Node_8,8,3,0.4827586206896552,0.0,0.15490200538784285,0.02321964674774145,0.5357142857142856,3.0,1.0,0.15821690424169343,0.18463596305091337
2024-10,Node_9,9,5,0.4827586206896552,0.7499999999999999,0.26270814160118316,0.0413909157979959,0.5595238095238094,3.0,0.6666666666666666,0.258547150211117,0.2869899350693578
2024-10,Node_10,10,4,0.5185185185185185,0.0,0.3132987059888788,0.037077805918108775,0.5595238095238094,3.0,1.0,0.3145756481176324,0.30795730934589416
2024-10,Node_11,11,4,0.5185185185185185,0.0,0.31329870598887893,0.03707780591810877,0.5595238095238094,3.0,1.0,0.3145756481176324,0.30795730934589416
2024-10,Node_12,12,7,0.5833333333333334,1.7499999999999998,0.4421461135589442,0.06447891241352748,0.6428571428571428,2.0,0.6666666666666666,0.452497657528394,0.4077930977287279
2024-10,Node_13,13,5,0.45161290322580644,0.9,0.2120716132713796,0.0608559587809497,0.5595238095238093,3.0,0.3333333333333333,0.22309159721863137,0.09983578838283352
2024-10,Node_14,14,3,0.4827586206896552,0.0,0.15490200538784285,0.023219646747741452,0.5357142857142856,3.0,1.0,0.15821690424169343,0.2258519925342278
2024-11,Node_0,0,28,0.8235294117647058,61.61645021645021,0.863145092974168,0.18208148417142453,0.8928571428571428,2.0,0.3090909090909091,0.8163679755707868,0.9077305550418454
2024-11,Node_1,1,33,0.875,53.2664502164502,1.0,0.1920082863937801,0.9285714285714285,2.0,0.3181818181818182,1.0,1.0
2024-11,Node_2,2,28,0.8235294117647058,34.559740259740266,0.8858273917013065,0.16423586999904718,0.8928571428571428,2.0,0.34545454545454546,0.8569529208467196,0.9242191577888336
2024-11,Node_3,3,5,0.56,0.42857142857142855,0.2205634956249239,0.03125538746793463,0.6071428571428571,2.0,0.6666666666666666,0.2081839935684299,0.26683058031996026
2024-11,Node_4,4,7,0.5833333333333334,1.3917748917748918,0.32542982448504404,0.04122685100359107,0.6428571428571428,2.0,0.6666666666666666,0.30904081252141347,0.35782402591693263
2024-11,Node_5,5,6,0.5384615384615384,0.16666666666666666,0.29244534964264357,0.04927762269700865,0.6190476190476191,3.0,0.6666666666666666,0.2801221982917717,0.23634350004297172
2024-11,Node_6,6,5,0.5185185185185185,0.0,0.2232486794653728,0.030171903750326,0.5833333333333333,3.0,1.0,0.20998333737993377,0.27955945903185025
2024-11,Node_7,7,5,0.5,0.0,0.2232486794653728,0.03017190375032601,0.5476190476190476,3.0,1.0,0.20998333737993377,0.36361840151715985
2024-11,Node_8,8,3,0.4827586206896552,0.0,0.14070629259926545,0.029815653091528158,0.5357142857142856,3.0,1.0,0.13810556529930934,0.10390315365745416
2024-11,Node_9,9,7,0.5833333333333334,0.4166666666666667,0.35185852792967354,0.04977555706618341,0.6428571428571428,2.0,0.8333333333333334,0.33954816297888085,0.3402466537004259
2024-11,Node_10,10,6,0.56,0.0,0.325429824485044,0.04122685100359105,0.6071428571428571,2.0,1.0,0.30904081252141347,0.3402466537004259
2024-11,Node_11,11,6,0.56,0.0,0.3254298244850441,0.04122685100359105,0.6071428571428571,2.0,1.0,0.30904081252141347,0.3402466537004259
2024-11,Node_12,12,8,0.6086956521739131,1.3917748917748918,0.3254298244850441,0.04122685100359107,0.6785714285714285,2.0,0.7,0.30904081252141347,0.4033928228461661
2024-11,Node_13,13,8,0.6086956521739131,0.7619047619047619,0.36395497206463834,0.04823541567420155,0.6785714285714285,2.0,0.8,0.35306166683703505,0.37589917888874413
2024-11,Node_14,14,3,0.4827586206896552,0.0,0.14070629259926556,0.02806351192387555,0.5357142857142856,3.0,1.0,0.1430783294571013,0.10390315365745416
2024-12,Node_0,0,32,0.8235294117647058,76.36996336996337,1.0,0.23233297220666901,0.8928571428571428,2.0,0.21818181818181817,1.0,0.9283918196284676
2024-12,Node_1,1,25,0.7368421052631579,45.83974358974359,0.8946828311000444,0.15686836385976097,0.8214285714285714,2.0,0.2777777777777778,0.9005985380768692,0.863319429101054
2024-12,Node_2,2,30,0.7777777777777778,49.49358974358974,0.9579284920699422,0.18157602299329162,0.8571428571428571,2.0,0.26666666666666666,0.9219545237208844,1.0
2024-12,Node_3,3,4,0.5384615384615384,0.0,0.22677023894392676,0.03259946678546367,0.5714285714285714,2.0,1.0,0.2206487547648055,0.2155019200058942
